Number_of_Vehicles,Accident_Key,Number_of_Casualties,District,Accident_Severity,Month,Year,Day,Time,Junction_Type,Junction_Control,Collision_Type,Road_Type,Weather,Light_Conditions,Road_Character,Surface_Type,Road_Condition,Surface_Condition,Roadworks,Hit_Run,X_Coordinate,Y_Coordinate,longitude,latitude
2,14406,1,P Wilhems,Slight,Jun,2009,Mon,17:20,Cross,Give way or marking,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555026,7753373,57.52709173,-20.31680082
1,14407,1,P Wilhems,Slight,Jun,2009,Mon,14:45,Roundabout,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,554996,7753358,57.52680483,-20.31693723
2,14408,1,P Wilhems,Serious,Jun,2009,Wed,10:30,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554844,7753019,57.52535921,-20.3200048
2,14409,4,P Wilhems,Slight,Jun,2009,Sun,16:10,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,556838,7750653,57.54453425,-20.34132542
2,14410,1,P Wilhems,Slight,Jun,2009,Mon,14:50,Cross,Traffic signal,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554655,7753684,57.5235286,-20.3140013
2,14411,3,P Wilhems,Slight,Jun,2009,Fri,07:00,Not a junction,Not a junc,Rear end,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,556588,7752895,57.54206861,-20.32107428
2,14412,7,P Wilhems,Slight,Jun,2009,Thu,20:30,Cross,Traffic signal,Right angle,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,554655,7753684,57.5235286,-20.3140013
1,14413,1,P Wilhems,Slight,Jun,2009,Fri,07:08,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555345,7752078,57.53018719,-20.32849317
2,14414,1,P Wilhems,Slight,Jun,2009,Tue,17:20,Not a junction,Not a junc,Side swipe,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,551585,7758844,57.49397479,-20.2674608
2,14415,1,P Wilhems,Serious,Jun,2009,Thu,17:30,Roundabout,Give way or marking,Right angle,Dual carriageway,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,552358,7757774,57.50140785,-20.27710837
2,14416,2,P Wilhems,Serious,Jun,2009,Mon,18:45,T junction,Stop sign,Right angle,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,553839,7757960,57.51558471,-20.2753865
1,14418,1,P Wilhems,Slight,Jul,2009,Tue,10:30,Not a junction,Not a junc,Hit pedestrian,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,555137,7752453,57.52818317,-20.32511071
2,14419,1,P Wilhems,Slight,Jul,2009,Sat,18:30,Cross,Traffic signal,Head On,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,554739,7753214,57.5243475,-20.3182458
2,14420,1,P Wilhems,Slight,Jul,2004,Fri,21:25,Not a junction,Not a junc,Rear end,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554617,7753723,57.52316343,-20.31364999
1,14421,1,P Wilhems,Slight,Jul,2009,Thu,15:30,Not a junction,Not a junc,Hit object off road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555054,7757198,57.52724296,-20.28223733
3,14422,6,P Wilhems,Slight,Jul,2009,Mon,23:40,Not a junction,Not a junc,Rear end,Dual carriageway,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,551611,7758795,57.49422516,-20.26790286
1,14423,1,P Wilhems,Slight,Jul,2009,Tue,06:25,Not a junction,Not a junc,Ran off road,Two way,Rain,Daylight,Curve only,Asphalt,Good,Wet,No,No,556138,7751530,57.53780074,-20.33342167
1,14424,1,P Wilhems,Slight,Jul,2009,Tue,14:40,T junction,Give way or marking,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554945,7752823,57.52633267,-20.32177294
2,14425,1,P Wilhems,Serious,Jul,2009,Tue,15:10,Cross,Traffic signal,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554739,7753214,57.5243475,-20.3182458
2,14426,1,P Wilhems,Slight,Jul,2009,Wed,08:40,T junction,Traffic signal,Rear end,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,554632,7753594,57.52331103,-20.3148152
2,14427,2,P Wilhems,Slight,Jul,2009,Fri,20:30,T junction,Give way or marking,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554773,7753160,57.52467482,-20.31873277
1,14428,1,P Wilhems,Slight,Jul,2009,Fri,22:30,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,550051,7755075,57.47939038,-20.30155856
2,14429,4,P Wilhems,Serious,Jul,2009,Wed,21:45,Cross,Traffic signal,Right angle,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,553051,7754410,57.50814328,-20.30748646
2,14431,1,P Wilhems,Slight,Jul,2009,Wed,08:00,Cross,Give way or marking,Right angle,Two way,Fair,Daylight,Incline only,Asphalt,Good,Wet,No,No,552116,7753535,57.49921309,-20.31541876
2,14432,1,Pamplemousses,Serious,Jul,2009,Sun,22:05,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,556660,7777799,57.54197877,-20.09603791
2,14433,2,Pamplemousses,Serious,Jul,2009,Sat,20:15,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,556683,7774172,57.54231169,-20.12881141
1,14435,1,Pamplemousses,Slight,Jul,2009,Fri,11:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555136,7773473,57.52753251,-20.1351726
1,14436,1,Pamplemousses,Slight,Jul,2009,Sat,23:30,Not a junction,Not a junc,Hit object off road,Dual carriageway,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554924,7773916,57.52549081,-20.13117564
1,14437,3,Pamplemousses,Fatal,Jul,2009,Sun,04:55,Not a junction,Not a junc,Hit object off road,Dual carriageway,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,556472,7775510,57.5402515,-20.11672723
1,14439,1,Pamplemousses,Slight,Jul,2009,Fri,16:10,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555565,7774625,57.53160179,-20.12475061
2,14440,1,Pamplemousses,Slight,Jul,2009,Tue,08:00,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,556753,7776642,57.54290437,-20.10649003
1,14441,1,Pamplemousses,Slight,Jul,2009,Fri,12:45,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555695,7774349,57.53285394,-20.12724083
1,14442,1,Port Louis,Serious,Jul,2009,Fri,20:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,Yes,554040,7772540,57.51707422,-20.14363443
2,14443,2,Port Louis,Slight,Jul,2009,Sat,18:15,Not a junction,Not a junc,Head On,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,554191,7771971,57.51853597,-20.14877177
1,14444,2,Port Louis,Fatal,Jul,2009,Fri,18:18,Not a junction,Not a junc,Other,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,554578,7771687,57.52224746,-20.15132709
1,14445,1,Port Louis,Slight,Jul,2009,Tue,18:45,Not a junction,Not a junc,Side swipe,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,554370,7772054,57.52024622,-20.14801671
2,14446,1,Port Louis,Serious,Jul,2009,Sat,15:50,T junction,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554360,7771470,57.52016802,-20.15329411
1,14447,2,Port Louis,Serious,Jul,2009,Sat,10:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555062,7772082,57.52686666,-20.14774402
2,14448,1,Port Louis,Slight,Jul,2009,Fri,20:35,Roundabout,Give way or marking,Rear end,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554716,7772253,57.52355087,-20.14620871
2,14449,1,Port Louis,Slight,Jul,2009,Fri,18:15,Not a junction,Not a junc,Rear end,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,553712,7772476,57.51393778,-20.14422193
2,14450,1,Port Louis,Slight,Jul,2009,Wed,21:30,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,555307,7770895,57.52924704,-20.1584629
2,14451,1,Port Louis,Serious,Jul,2009,Sun,21:06,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554095,7772529,57.51760079,-20.14373229
1,14452,1,P Wilhems,Slight,Jul,2009,Sun,22:40,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,553230,7755456,57.50982683,-20.2980298
2,14453,1,P Wilhems,Slight,Jul,2009,Mon,15:37,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,551420,7754870,57.49250822,-20.30337455
3,14454,2,P Wilhems,Slight,Jul,2009,Fri,21:30,Cross,Traffic signal,Right angle,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549603,7758467,57.47500615,-20.27091987
2,14455,2,Pamplemousses,Slight,Jul,2009,Wed,12:05,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,563035,7775490,57.60303607,-20.11670444
2,14456,1,Pamplemousses,Slight,Jul,2009,Mon,08:00,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,559506,7777447,57.56921257,-20.09913294
1,14457,1,Pamplemousses,Fatal,Jul,2009,Fri,08:25,Not a junction,Not a junc,Hit pedestrian,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,558334,7775876,57.55805237,-20.11336453
2,14458,1,Port Louis,Slight,Jul,2009,Thu,17:30,Not a junction,Not a junc,Side swipe,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,553126,7770663,57.5083839,-20.16062079
2,14459,1,Port Louis,Slight,Jul,2009,Tue,10:05,Not a junction,Not a junc,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553245,7770780,57.50951919,-20.15956026
2,14460,1,Port Louis,Serious,Jul,2009,Fri,11:30,Roundabout,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552996,7771498,57.50711554,-20.15307917
1,14461,1,Port Louis,Slight,Jul,2009,Tue,08:25,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553268,7771535,57.50971713,-20.15273732
2,14462,1,Port Louis,Slight,Jul,2009,Thu,06:55,Cross,Traffic signal,Right angle,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552575,7770835,57.50310633,-20.15908171
1,14463,3,Port Louis,Fatal,Jul,2009,Fri,11:00,Cross,Give way or marking,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552619,7770788,57.50352873,-20.15950521
2,14464,1,Port Louis,Slight,Jul,2009,Wed,13:15,Cross,Give way or marking,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552975,7770512,57.50694337,-20.16198942
2,14465,1,Port Louis,Slight,Jul,2009,Mon,16:30,Cross,Give way or marking,Right angle,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552799,7770820,57.50525023,-20.15921112
1,14466,1,Black River,Slight,Jul,2009,Wed,14:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,548004,7757650,57.459716,-20.27834321
1,14467,1,Black River,Slight,Jul,2009,Thu,02:00,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness:no street lighting,Curve only,Asphalt,Good,Dry,No,No,544459,7763266,57.42562932,-20.22768182
2,14468,1,Black River,Slight,Jul,2009,Fri,08:00,Cross,Stop sign,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,542630,7759863,57.40819999,-20.25847362
2,14469,1,Black River,Slight,Jul,2007,Sun,08:00,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,544336,7762041,57.42448185,-20.23875402
2,14470,1,Black River,Slight,Jul,2009,Fri,07:30,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,543760,7760216,57.41901144,-20.25525832
2,14471,1,Flacq,Slight,Jul,2009,Sun,16:10,T junction,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,577497,7759287,57.74207448,-20.26258312
2,14472,1,Flacq,Slight,Jul,2009,Sat,09:15,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,576276,7759098,57.73039147,-20.26433996
2,14473,2,Flacq,Slight,Jul,2009,Thu,21:10,Not a junction,Not a junc,Other,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,578716,7760729,57.75368341,-20.24950393
2,14474,1,Flacq,Slight,Jul,2009,Fri,17:30,Not a junction,Not a junc,Hit parked veh,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,575912,7754131,57.72711543,-20.30923459
2,14475,1,Flacq,Slight,Jul,2009,Mon,11:00,T junction,Give way or marking,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,580809,7757913,57.77384806,-20.2748609
1,14476,1,Flacq,Slight,Jul,2009,Sat,10:55,Not a junction,Not a junc,Hit animal,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,Yes,No,579189,7761202,57.75819122,-20.24521055
1,14477,1,Flacq,Slight,Jul,2009,Sat,15:00,Not a junction,Not a junc,Hit animal,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,574949,7758995,57.71768963,-20.26532312
1,14478,1,Black River,Slight,Jul,2009,Sun,14:55,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,540776,7741445,57.39086571,-20.42494143
1,14479,2,Black River,Slight,Jul,2009,Fri,20:00,Not a junction,Not a junc,Ran off road,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,539736,7745847,57.38079899,-20.38518673
2,14480,1,Black River,Slight,Jul,2009,Wed,12:00,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,540187,7752189,57.3849789,-20.32787018
2,14481,2,Black River,Slight,Jul,2009,Wed,21:10,T junction,Give way or marking,Right angle,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,538983,7751974,57.3734498,-20.32983797
2,14482,1,P Wilhems,Slight,Jul,2009,Tue,18:40,Cross,Give way or marking,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,548593,7757953,57.46534832,-20.27559038
2,14483,1,P Wilhems,Slight,Jul,2009,Wed,20:15,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,550576,7759706,57.48428877,-20.25969865
2,14484,1,P Wilhems,Slight,Jul,2009,Mon,12:15,T junction,Stop sign,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549912,7758875,57.47795382,-20.2672251
2,14485,1,P Wilhems,Slight,Jul,2009,Sat,15:00,T junction,Stop sign,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549082,7758204,57.47002426,-20.27330982
2,14486,1,P Wilhems,Slight,Jul,2009,Wed,17:30,Cross,Stop sign,Head On,Two way,Rain,Dawn/dusk,Straight+Flat,Asphalt,Good,Wet,No,No,549145,7759784,57.4705845,-20.25903114
1,14487,1,P Wilhems,Slight,Jul,2009,Fri,18:50,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,550129,7756925,57.48008596,-20.28483979
1,14488,1,P Wilhems,Slight,Jul,2009,Mon,15:10,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,548985,7758153,57.46909676,-20.27377315
2,14489,1,Port Louis,Slight,Jul,2009,Sat,05:30,Not a junction,Not a junc,Rear end,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552706,7770854,57.50435932,-20.15890644
2,14490,3,Port Louis,Slight,Jul,2009,Sat,12:10,Cross,Stop sign,Right angle,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552799,7770820,57.50525023,-20.15921112
2,14491,1,Port Louis,Serious,Jul,2009,Sun,09:30,Not a junction,Not a junc,Hit parked veh,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553200,7771350,57.50907188,-20.15441089
2,14492,1,Port Louis,Slight,Jul,2009,Wed,16:25,Not a junction,Not a junc,Rear end,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552608,7770866,57.50342121,-20.15880069
2,14493,2,Port Louis,Slight,Jul,2009,Fri,17:40,Cross,Give way or marking,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553037,7770576,57.50753479,-20.16140939
1,14494,1,Port Louis,Slight,Jul,2009,Tue,08:05,Cross,Give way or marking,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552597,7770137,57.50333707,-20.16538836
2,14495,1,Port Louis,Slight,Jul,2009,Thu,17:00,Cross,Give way or marking,Right angle,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552938,7770273,57.50659628,-20.16415008
1,14496,1,Port Louis,Slight,Jul,2009,Wed,10:45,Not a junction,Not a junc,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552412,7770346,57.5015607,-20.16350485
2,14497,1,Port Louis,Slight,Jul,2009,Thu,06:05,Cross,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552524,7770303,57.5026337,-20.16389035
1,14498,1,Port Louis,Fatal,Jul,2009,Mon,02:00,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,551798,7769777,57.49570138,-20.16866308
2,14499,1,Port Louis,Slight,Jul,2009,Mon,09:35,Y junction,Give way or marking,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,551108,7770020,57.48909149,-20.16648576
1,14500,2,Port Louis,Fatal,Jul,2009,Tue,19:50,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,551225,7770073,57.49020963,-20.16600373
1,14501,1,Port Louis,Slight,Jul,2009,Tue,14:20,Not a junction,Not a junc,Hit pedestrian,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,551075,7770006,57.48877609,-20.16661315
2,14502,1,Port Louis,Slight,Jul,2009,Thu,21:45,T junction,Give way or marking,Head On,Dual carriageway,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,550445,7769261,57.48276801,-20.17336175
1,14503,1,Port Louis,Slight,Jul,2009,Sat,20:15,Not a junction,Not a junc,Hit object off road,Two way,Rain,Darkness: Street lights present and lit,Curve+incline,Asphalt,Good,Wet,No,No,549883,7769428,57.47738512,-20.17186738
2,14504,2,Port Louis,Slight,Jul,2009,Sat,21:00,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,550217,7769614,57.4805763,-20.17017795
3,14505,1,Port Louis,Slight,Jul,2009,Mon,15:10,Not a junction,Not a junc,Rear end,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,550787,7770046,57.48601895,-20.16625933
2,14506,1,P Wilhems,Serious,Jul,2009,Wed,17:00,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,555124,7757270,57.52791112,-20.28158471
2,14507,2,P Wilhems,Slight,Jul,2009,Tue,06:30,Not a junction,Not a junc,Rear end,Dual carriageway,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,551580,7758852,57.49392669,-20.26738864
2,14508,1,P Wilhems,Slight,Jul,2009,Mon,13:45,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554510,7758639,57.52198976,-20.26923201
2,14509,1,P Wilhems,Serious,Jul,2009,Sat,10:25,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553001,7756785,57.50759446,-20.28602728
1,14510,1,P Wilhems,Serious,Jul,2009,Tue,15:45,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552260,7757150,57.50048747,-20.28274955
1,14511,1,P Wilhems,Slight,Jul,2009,Sun,11:25,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552565,7755956,57.50344317,-20.29353021
1,14513,1,Black River,Slight,Jul,2009,Thu,20:20,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,548939,7769274,57.46835533,-20.17328323
2,14514,1,R Rempart,Slight,Jul,2009,Thu,08:30,Cross,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,567494,7784610,57.64535463,-20.03414479
2,14516,1,R Rempart,Slight,Jul,2009,Sun,20:50,Not a junction,Not a junc,Rear end,Two way,Fair,Darkness:street lights present but unlit,Straight+Flat,Asphalt,Good,Dry,No,No,567397,7784684,57.64442447,-20.0334795
2,14517,1,R Rempart,Slight,Jul,2009,Tue,07:45,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,567219,7782190,57.64281428,-20.05602165
2,14518,1,R Rempart,Slight,Jul,2009,Wed,11:35,T junction,Give way or marking,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568668,7783704,57.65661349,-20.04229016
1,14519,1,R Rempart,Slight,Jul,2009,Fri,13:10,Not a junction,Not a junc,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,567865,7784140,57.64891928,-20.03837877
1,14520,1,R Rempart,Slight,Jul,2009,Thu,15:15,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568640,7783729,57.65634483,-20.04206525
2,14521,2,R Rempart,Slight,Jul,2009,Wed,16:45,Cross,Stop sign,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568051,7784558,57.65068216,-20.03459516
1,14522,1,R Rempart,Slight,Jul,2009,Mon,17:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,567881,7784313,57.64906584,-20.03681497
1,14523,1,Black River,Slight,Jul,2009,Sat,04:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,538440,7757873,57.36812206,-20.27654452
2,14524,1,Moka,Slight,Jul,2009,Mon,07:15,Not a junction,Not a junc,Rear end,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,550383,7767183,57.48223242,-20.19214056
1,14525,1,Moka,Slight,Jul,2009,Mon,16:40,Not a junction,Not a junc,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,550272,7768681,57.48112849,-20.17860727
1,14526,1,Moka,Fatal,Jul,2009,Fri,20:00,Not a junction,Not a junc,Hit pedestrian,Dual carriageway,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,550378,7767449,57.48217717,-20.18973707
2,14527,1,R Rempart,Slight,Jul,2009,Wed,19:30,Cross,Give way or marking,Right angle,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,574964,7776194,57.71712192,-20.10991608
1,14528,1,P Wilhems,Slight,Jul,2009,Wed,21:40,Cross,Traffic signal,Hit object off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549832,7761414,57.47711767,-20.2442845
1,14529,1,P Wilhems,Slight,Jul,2009,Thu,17:45,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Dawn/dusk,Curve only,Asphalt,Good,Dry,No,No,550128,7761010,57.47996286,-20.24792736
1,14530,1,P Wilhems,Slight,Jul,2009,Wed,13:55,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549625,7761568,57.47513156,-20.24289831
1,14531,1,P Wilhems,Slight,Jul,2009,Tue,18:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549714,7761303,57.47599096,-20.24529057
1,14532,1,P Wilhems,Slight,Jul,2009,Fri,19:20,Cross,Give way or marking,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549474,7760178,57.47372394,-20.25546243
1,14533,1,P Wilhems,Slight,Jul,2009,Mon,06:15,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549237,7762311,57.47139652,-20.23619448
